                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                 1.2723,                0.59881,                 1.0292,                0.96295,                0.83873,                0.88688,                0.57357,                 1.3698,                0.74727,                0.93333,               0.004951,               0.004951,               0.004951
                    155,                 1.2766,                0.59903,                 1.0315,                0.96589,                0.83608,                0.88706,                0.57352,                 1.3707,                0.74845,                0.93301,               0.004918,               0.004918,               0.004918
                    156,                 1.2751,                0.59927,                  1.029,                 0.9642,                0.83752,                0.88692,                0.57336,                 1.3713,                0.75191,                0.93303,               0.004885,               0.004885,               0.004885
                    157,                 1.2742,                0.59935,                 1.0293,                 0.9653,                0.83663,                0.88656,                0.57365,                 1.3718,                0.75401,                0.93274,               0.004852,               0.004852,               0.004852
                    158,                  1.272,                0.59807,                 1.0289,                0.96445,                0.83802,                0.88715,                0.57389,                 1.3698,                0.75659,                0.93251,               0.004819,               0.004819,               0.004819
                    159,                 1.2704,                0.59662,                  1.029,                0.96391,                0.83825,                0.88732,                0.57438,                 1.3695,                  0.756,                0.93243,               0.004786,               0.004786,               0.004786
                    160,                 1.2683,                0.59517,                  1.029,                0.96502,                0.83771,                0.88729,                0.57489,                 1.3676,                0.75643,                0.93231,               0.004753,               0.004753,               0.004753
                    161,                 1.2691,                0.59424,                 1.0276,                0.96548,                0.83718,                0.88732,                0.57513,                 1.3689,                0.75654,                0.93232,                0.00472,                0.00472,                0.00472
                    162,                 1.2666,                0.59481,                 1.0273,                 0.9659,                0.83692,                0.88728,                0.57521,                 1.3667,                0.75355,                0.93222,               0.004687,               0.004687,               0.004687
                    163,                 1.2641,                0.59278,                 1.0266,                0.96764,                0.83583,                0.88735,                0.57525,                  1.364,                 0.7522,                0.93209,               0.004654,               0.004654,               0.004654
                    164,                 1.2654,                0.59162,                 1.0273,                 0.9681,                0.83612,                 0.8874,                0.57598,                 1.3635,                0.74757,                0.93181,               0.004621,               0.004621,               0.004621
                    165,                 1.2612,                0.59012,                 1.0256,                 0.9675,                0.83701,                0.88795,                0.57694,                 1.3623,                0.74526,                0.93149,               0.004588,               0.004588,               0.004588
                    166,                 1.2607,                0.58906,                 1.0268,                0.96588,                0.83767,                 0.8878,                0.57693,                 1.3637,                0.74703,                0.93155,               0.004555,               0.004555,               0.004555
                    167,                 1.2602,                0.58785,                 1.0257,                0.96568,                0.83724,                0.88808,                0.57725,                 1.3638,                0.74425,                0.93118,               0.004522,               0.004522,               0.004522
                    168,                 1.2621,                0.58851,                 1.0247,                0.96487,                0.83851,                0.88866,                0.57787,                 1.3637,                0.74366,                0.93104,               0.004489,               0.004489,               0.004489
                    169,                 1.2582,                 0.5871,                 1.0252,                0.96492,                0.83795,                0.88819,                0.57755,                 1.3613,                0.74548,                0.93082,               0.004456,               0.004456,               0.004456
                    170,                 1.2565,                0.58662,                 1.0235,                0.96407,                0.83807,                0.88803,                0.57792,                 1.3603,                0.74484,                0.93053,               0.004423,               0.004423,               0.004423
                    171,                 1.2573,                0.58896,                 1.0256,                 0.9638,                0.83677,                0.88759,                0.57839,                 1.3599,                0.74585,                0.93029,                0.00439,                0.00439,                0.00439
                    172,                 1.2551,                0.58857,                 1.0225,                0.96415,                0.83636,                0.88728,                0.57806,                 1.3601,                0.74506,                0.93013,               0.004357,               0.004357,               0.004357
                    173,                 1.2555,                0.58669,                 1.0243,                0.96376,                0.83746,                0.88701,                0.57825,                 1.3597,                0.74464,                0.92982,               0.004324,               0.004324,               0.004324
                    174,                  1.251,                0.58369,                 1.0218,                0.96561,                0.83641,                0.88745,                0.57864,                 1.3582,                 0.7437,                0.92936,               0.004291,               0.004291,               0.004291
                    175,                 1.2527,                0.58385,                 1.0234,                0.96655,                0.83498,                0.88778,                0.57882,                 1.3569,                0.74405,                0.92878,               0.004258,               0.004258,               0.004258
                    176,                 1.2509,                0.58611,                 1.0216,                0.96732,                0.83526,                0.88765,                0.57973,                  1.355,                0.74404,                0.92862,               0.004225,               0.004225,               0.004225
                    177,                 1.2497,                0.58135,                 1.0222,                0.96728,                0.83628,                0.88774,                0.57989,                 1.3534,                 0.7444,                0.92827,               0.004192,               0.004192,               0.004192
                    178,                 1.2484,                  0.581,                 1.0212,                0.96789,                0.83531,                0.88723,                0.58001,                 1.3518,                0.74792,                0.92779,               0.004159,               0.004159,               0.004159
                    179,                 1.2459,                0.57982,                 1.0201,                0.96614,                0.83563,                0.88692,                0.58023,                 1.3503,                0.74935,                0.92764,               0.004126,               0.004126,               0.004126
                    180,                 1.2472,                0.58019,                 1.0203,                0.96507,                0.83746,                0.88729,                0.58062,                 1.3489,                0.74716,                0.92734,               0.004093,               0.004093,               0.004093
                    181,                 1.2467,                0.58005,                 1.0219,                0.96519,                 0.8373,                0.88755,                0.58062,                 1.3491,                0.74701,                0.92722,                0.00406,                0.00406,                0.00406
                    182,                 1.2431,                0.57745,                 1.0203,                0.96714,                 0.8371,                0.88755,                0.58081,                 1.3487,                0.74575,                0.92701,               0.004027,               0.004027,               0.004027
                    183,                 1.2435,                0.57755,                 1.0203,                0.96756,                0.83626,                0.88782,                0.58071,                 1.3488,                0.74495,                0.92711,               0.003994,               0.003994,               0.003994
                    184,                 1.2424,                0.57697,                 1.0204,                0.96517,                0.83791,                0.88781,                0.58073,                 1.3491,                0.74436,                0.92678,               0.003961,               0.003961,               0.003961
                    185,                 1.2415,                0.57552,                 1.0191,                0.96477,                0.83828,                0.88799,                0.58166,                 1.3473,                0.73985,                 0.9263,               0.003928,               0.003928,               0.003928
                    186,                 1.2409,                0.57719,                  1.018,                0.96758,                0.83691,                0.88825,                0.58245,                 1.3457,                0.73622,                0.92609,               0.003895,               0.003895,               0.003895
                    187,                 1.2389,                0.57601,                 1.0174,                0.96825,                0.83774,                 0.8887,                0.58275,                 1.3438,                0.73561,                0.92546,               0.003862,               0.003862,               0.003862
                    188,                 1.2385,                0.57532,                 1.0183,                0.96852,                0.83742,                0.88895,                0.58295,                 1.3429,                 0.7345,                0.92536,               0.003829,               0.003829,               0.003829
                    189,                 1.2348,                0.57445,                 1.0165,                0.96699,                0.83816,                0.88917,                0.58348,                 1.3409,                0.73443,                0.92493,               0.003796,               0.003796,               0.003796
                    190,                 1.2355,                0.57339,                 1.0167,                0.96688,                0.83763,                0.88941,                 0.5841,                 1.3397,                0.73566,                0.92463,               0.003763,               0.003763,               0.003763
                    191,                 1.2312,                 0.5729,                 1.0148,                0.96743,                0.83778,                0.88954,                0.58458,                 1.3392,                0.73729,                0.92431,                0.00373,                0.00373,                0.00373
                    192,                 1.2318,                0.57151,                 1.0151,                0.96739,                0.83746,                0.88975,                0.58466,                 1.3393,                 0.7328,                0.92403,               0.003697,               0.003697,               0.003697
                    193,                 1.2296,                0.56849,                 1.0166,                0.96641,                0.83824,                 0.8901,                0.58541,                 1.3389,                0.73183,                0.92399,               0.003664,               0.003664,               0.003664
                    194,                 1.2304,                0.56931,                 1.0153,                0.96638,                0.83852,                0.88949,                0.58544,                  1.337,                0.73073,                0.92393,               0.003631,               0.003631,               0.003631
                    195,                 1.2279,                0.56863,                  1.015,                 0.9652,                0.83886,                0.88967,                0.58572,                 1.3364,                0.73274,                0.92376,               0.003598,               0.003598,               0.003598
                    196,                 1.2265,                0.56802,                 1.0146,                0.96407,                0.83946,                0.88997,                0.58603,                 1.3328,                 0.7305,                 0.9236,               0.003565,               0.003565,               0.003565
                    197,                 1.2251,                0.56624,                 1.0146,                0.96595,                0.83844,                0.89038,                0.58621,                 1.3327,                0.73062,                0.92342,               0.003532,               0.003532,               0.003532
                    198,                 1.2237,                0.56625,                 1.0129,                0.96729,                0.83681,                0.89028,                0.58619,                 1.3326,                0.73131,                0.92326,               0.003499,               0.003499,               0.003499
                    199,                 1.2205,                0.56335,                 1.0128,                0.96744,                0.83722,                 0.8906,                0.58678,                 1.3321,                0.73321,                0.92305,               0.003466,               0.003466,               0.003466
                    200,                 1.2215,                0.56365,                 1.0135,                0.96792,                0.83737,                0.89081,                0.58719,                 1.3315,                0.73493,                0.92279,               0.003433,               0.003433,               0.003433
                    201,                 1.2202,                0.56387,                 1.0116,                0.96914,                0.83702,                0.89143,                0.58725,                 1.3303,                0.73084,                0.92234,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.2177,                 0.5606,                 1.0122,                0.96969,                0.83856,                0.89191,                0.58766,                 1.3289,                0.72465,                0.92217,               0.003367,               0.003367,               0.003367
                    203,                 1.2155,                0.56188,                 1.0101,                0.97106,                0.83843,                0.89232,                0.58849,                 1.3276,                0.71997,                0.92195,               0.003334,               0.003334,               0.003334
                    204,                 1.2182,                0.56208,                 1.0116,                0.97009,                0.83926,                0.89239,                0.58889,                  1.327,                0.71945,                0.92174,               0.003301,               0.003301,               0.003301
                    205,                 1.2142,                0.56088,                 1.0106,                0.97045,                0.83881,                0.89227,                0.58943,                 1.3267,                0.71611,                0.92149,               0.003268,               0.003268,               0.003268
                    206,                  1.213,                0.55931,                 1.0093,                0.96897,                0.83918,                0.89222,                0.58953,                 1.3252,                0.71686,                 0.9211,               0.003235,               0.003235,               0.003235
                    207,                  1.208,                0.55803,                 1.0085,                0.96746,                0.84072,                0.89229,                0.59048,                 1.3222,                0.71592,                0.92095,               0.003202,               0.003202,               0.003202
                    208,                  1.209,                0.55708,                 1.0087,                0.96823,                0.84091,                0.89286,                 0.5906,                 1.3225,                0.71421,                0.92078,               0.003169,               0.003169,               0.003169
                    209,                 1.2089,                0.55848,                 1.0075,                0.96802,                0.84093,                0.89326,                0.59087,                 1.3225,                0.71359,                0.92057,               0.003136,               0.003136,               0.003136
                    210,                 1.2053,                0.55513,                 1.0076,                0.96588,                 0.8415,                0.89278,                0.59112,                 1.3223,                0.71548,                0.92027,               0.003103,               0.003103,               0.003103
                    211,                 1.2051,                0.55501,                  1.008,                0.96555,                0.84292,                0.89322,                 0.5909,                 1.3207,                0.71503,                0.91969,                0.00307,                0.00307,                0.00307
                    212,                 1.2064,                0.55628,                 1.0083,                0.96382,                0.84365,                0.89308,                0.59165,                 1.3208,                0.71274,                0.91941,               0.003037,               0.003037,               0.003037
                    213,                 1.2018,                 0.5524,                  1.007,                0.96345,                0.84344,                  0.893,                0.59176,                 1.3191,                0.71169,                0.91913,               0.003004,               0.003004,               0.003004
                    214,                 1.2013,                0.55258,                 1.0068,                0.96448,                 0.8437,                0.89259,                0.59213,                 1.3178,                 0.7111,                0.91876,               0.002971,               0.002971,               0.002971
                    215,                 1.2004,                0.55116,                  1.006,                0.96565,                0.84337,                0.89294,                0.59243,                 1.3171,                0.71183,                0.91854,               0.002938,               0.002938,               0.002938
                    216,                 1.1967,                0.54977,                 1.0044,                0.96384,                0.84337,                0.89317,                0.59311,                  1.316,                 0.7119,                0.91816,               0.002905,               0.002905,               0.002905
                    217,                 1.1948,                0.54733,                 1.0041,                0.96418,                 0.8436,                 0.8929,                 0.5932,                 1.3167,                 0.7103,                0.91798,               0.002872,               0.002872,               0.002872
                    218,                  1.196,                0.54685,                 1.0039,                0.96374,                0.84337,                0.89316,                0.59372,                  1.316,                0.71122,                0.91767,               0.002839,               0.002839,               0.002839
                    219,                 1.1958,                0.54791,                 1.0052,                 0.9647,                0.84341,                0.89347,                0.59415,                 1.3135,                0.71075,                0.91753,               0.002806,               0.002806,               0.002806
                    220,                 1.1913,                0.54725,                 1.0026,                0.96636,                0.84207,                0.89362,                0.59479,                 1.3131,                0.71127,                0.91738,               0.002773,               0.002773,               0.002773
                    221,                 1.1901,                0.54688,                 1.0019,                0.96691,                0.84189,                0.89395,                0.59503,                 1.3116,                0.71182,                0.91714,                0.00274,                0.00274,                0.00274
                    222,                 1.1916,                 0.5448,                 1.0025,                0.96458,                0.84268,                 0.8936,                 0.5951,                 1.3108,                0.71088,                0.91667,               0.002707,               0.002707,               0.002707
                    223,                  1.185,                0.54432,                 1.0021,                0.96485,                0.84154,                0.89333,                0.59513,                 1.3102,                 0.7101,                0.91645,               0.002674,               0.002674,               0.002674
                    224,                  1.188,                0.54476,                 1.0019,                0.96471,                0.84109,                0.89315,                0.59528,                 1.3092,                 0.7111,                0.91621,               0.002641,               0.002641,               0.002641
                    225,                  1.182,                0.54058,                 1.0004,                0.96401,                0.84341,                0.89349,                0.59553,                 1.3086,                0.71075,                0.91619,               0.002608,               0.002608,               0.002608
                    226,                 1.1826,                0.54148,                 0.9997,                0.96564,                0.84306,                0.89421,                0.59634,                 1.3077,                0.70741,                0.91568,               0.002575,               0.002575,               0.002575
                    227,                 1.1784,                0.53903,                0.99866,                0.96619,                0.84386,                 0.8946,                0.59689,                 1.3057,                0.70519,                0.91539,               0.002542,               0.002542,               0.002542
                    228,                 1.1752,                0.53626,                0.99753,                0.96597,                0.84423,                0.89483,                0.59773,                 1.3059,                0.70151,                0.91513,               0.002509,               0.002509,               0.002509
                    229,                 1.1755,                0.53644,                0.99753,                0.96606,                0.84342,                0.89502,                0.59807,                 1.3042,                0.69951,                0.91469,               0.002476,               0.002476,               0.002476
                    230,                 1.1754,                0.53742,                 0.9984,                0.96721,                0.84281,                0.89503,                0.59796,                 1.3042,                0.70144,                0.91443,               0.002443,               0.002443,               0.002443
                    231,                 1.1723,                0.53518,                0.99775,                0.96571,                0.84329,                0.89492,                0.59811,                 1.3034,                0.70152,                0.91413,                0.00241,                0.00241,                0.00241
                    232,                 1.1722,                0.53388,                0.99747,                0.96452,                0.84451,                0.89503,                0.59906,                 1.3026,                0.70078,                0.91385,               0.002377,               0.002377,               0.002377
                    233,                 1.1707,                0.53397,                0.99587,                0.96672,                 0.8437,                0.89535,                0.59975,                 1.3005,                0.69936,                0.91336,               0.002344,               0.002344,               0.002344
                    234,                 1.1622,                0.53028,                0.99361,                 0.9652,                0.84521,                0.89541,                0.59985,                 1.2995,                 0.6966,                0.91298,               0.002311,               0.002311,               0.002311
                    235,                 1.1649,                0.53051,                0.99414,                0.96543,                0.84448,                0.89538,                0.60041,                 1.2999,                0.69328,                0.91272,               0.002278,               0.002278,               0.002278
                    236,                 1.1661,                0.53171,                0.99452,                0.96556,                0.84574,                0.89533,                0.60088,                 1.2983,                0.69256,                0.91239,               0.002245,               0.002245,               0.002245
                    237,                 1.1607,                0.52676,                0.99271,                0.96572,                0.84611,                0.89609,                0.60135,                  1.296,                0.69062,                 0.9118,               0.002212,               0.002212,               0.002212
                    238,                 1.1569,                  0.526,                0.99215,                 0.9668,                 0.8459,                0.89616,                0.60157,                 1.2933,                  0.688,                0.91136,               0.002179,               0.002179,               0.002179
                    239,                 1.1581,                0.52769,                0.99222,                0.96706,                0.84513,                0.89624,                 0.6019,                 1.2904,                0.68804,                0.91086,               0.002146,               0.002146,               0.002146
                    240,                 1.1543,                0.52601,                0.99152,                0.96728,                0.84589,                0.89628,                0.60265,                 1.2886,                0.68681,                 0.9105,               0.002113,               0.002113,               0.002113
                    241,                 1.1533,                 0.5243,                0.99149,                0.96819,                0.84609,                0.89657,                0.60325,                 1.2877,                0.68676,                 0.9101,                0.00208,                0.00208,                0.00208
                    242,                 1.1524,                0.52326,                0.99089,                0.96856,                0.84637,                0.89697,                0.60353,                 1.2854,                0.68307,                0.90996,               0.002047,               0.002047,               0.002047
                    243,                 1.1475,                0.52112,                0.98961,                0.96787,                0.84704,                  0.897,                0.60346,                 1.2837,                0.68312,                0.90939,               0.002014,               0.002014,               0.002014
                    244,                 1.1484,                0.52104,                0.98994,                0.96788,                0.84545,                0.89677,                0.60361,                  1.283,                0.68205,                0.90896,               0.001981,               0.001981,               0.001981
                    245,                 1.1448,                 0.5184,                0.98886,                0.96753,                0.84659,                0.89703,                0.60419,                  1.283,                0.68079,                0.90861,               0.001948,               0.001948,               0.001948
                    246,                 1.1412,                 0.5172,                0.98788,                0.96853,                0.84543,                 0.8972,                0.60471,                 1.2814,                0.67843,                0.90848,               0.001915,               0.001915,               0.001915
                    247,                 1.1419,                0.51719,                0.98641,                0.96871,                0.84606,                0.89715,                 0.6054,                 1.2811,                0.67448,                0.90821,               0.001882,               0.001882,               0.001882
                    248,                 1.1368,                0.51484,                0.98516,                0.96916,                0.84619,                0.89754,                0.60626,                   1.28,                0.67233,                0.90765,               0.001849,               0.001849,               0.001849
                    249,                 1.1383,                0.51485,                0.98696,                0.96886,                0.84573,                0.89716,                0.60704,                 1.2797,                0.67171,                0.90703,               0.001816,               0.001816,               0.001816
                    250,                 1.1363,                0.51507,                 0.9848,                0.96886,                  0.847,                0.89737,                0.60743,                 1.2774,                0.67062,                0.90672,               0.001783,               0.001783,               0.001783
                    251,                 1.1319,                0.51277,                0.98467,                0.96832,                0.84712,                0.89796,                0.60816,                 1.2767,                 0.6693,                0.90637,                0.00175,                0.00175,                0.00175
                    252,                 1.1297,                0.51072,                0.98244,                0.96827,                0.84655,                0.89849,                0.60909,                  1.275,                0.66875,                 0.9059,               0.001717,               0.001717,               0.001717
                    253,                 1.1268,                0.50859,                0.98334,                0.96883,                0.84712,                0.89859,                0.60957,                 1.2721,                0.66793,                0.90536,               0.001684,               0.001684,               0.001684
                    254,                 1.1241,                0.50946,                0.98116,                0.96897,                0.84659,                0.89909,                   0.61,                 1.2714,                0.66619,                0.90478,               0.001651,               0.001651,               0.001651
                    255,                 1.1206,                0.50785,                0.98038,                0.97004,                0.84583,                0.89844,                0.61034,                 1.2715,                0.66634,                0.90431,               0.001618,               0.001618,               0.001618
                    256,                 1.1179,                0.50308,                0.98017,                0.97069,                 0.8457,                0.89868,                0.61099,                 1.2694,                0.66335,                0.90387,               0.001585,               0.001585,               0.001585
                    257,                 1.1173,                0.50326,                0.97935,                0.97026,                0.84517,                0.89898,                0.61176,                 1.2674,                0.66204,                0.90346,               0.001552,               0.001552,               0.001552
                    258,                 1.1139,                0.50104,                0.97738,                0.96954,                0.84594,                0.89891,                0.61249,                 1.2659,                0.66031,                0.90318,               0.001519,               0.001519,               0.001519
                    259,                 1.1097,                0.50215,                0.97785,                0.96834,                0.84704,                0.89873,                0.61255,                 1.2652,                0.65999,                0.90283,               0.001486,               0.001486,               0.001486
                    260,                 1.1056,                0.49831,                0.97639,                0.96612,                0.84853,                0.89905,                0.61275,                 1.2628,                0.65955,                0.90267,               0.001453,               0.001453,               0.001453
                    261,                 1.1086,                0.49897,                0.97802,                0.96694,                0.84883,                0.89898,                0.61403,                 1.2607,                0.65946,                0.90227,                0.00142,                0.00142,                0.00142
                    262,                  1.104,                0.49762,                0.97614,                0.96759,                0.84931,                0.89975,                0.61453,                 1.2595,                0.65661,                0.90176,               0.001387,               0.001387,               0.001387
                    263,                 1.1008,                0.49554,                0.97509,                0.96802,                0.84896,                0.89995,                0.61476,                 1.2575,                0.65602,                0.90131,               0.001354,               0.001354,               0.001354
                    264,                 1.0961,                0.49353,                0.97104,                0.96829,                0.84885,                0.89973,                0.61568,                 1.2553,                0.65455,                0.90082,               0.001321,               0.001321,               0.001321
                    265,                 1.0931,                0.49064,                0.97242,                0.96838,                0.84889,                0.89988,                0.61632,                 1.2531,                 0.6516,                0.90032,               0.001288,               0.001288,               0.001288
                    266,                 1.0898,                0.49054,                0.97073,                0.96922,                0.84896,                0.90027,                0.61725,                 1.2522,                0.64919,                0.89986,               0.001255,               0.001255,               0.001255
                    267,                 1.0916,                 0.4904,                0.97153,                0.96898,                0.84919,                0.90045,                0.61785,                 1.2504,                0.64791,                 0.8995,               0.001222,               0.001222,               0.001222
                    268,                 1.0839,                0.48759,                0.96962,                0.96905,                0.84916,                0.90084,                0.61833,                 1.2492,                0.64744,                0.89902,               0.001189,               0.001189,               0.001189
                    269,                 1.0835,                0.48603,                0.96942,                0.96911,                0.85002,                0.90115,                0.61944,                 1.2477,                0.64858,                0.89858,               0.001156,               0.001156,               0.001156
                    270,                 1.0781,                0.48422,                0.96889,                0.96939,                0.84957,                0.90124,                0.62023,                 1.2466,                0.64961,                0.89826,               0.001123,               0.001123,               0.001123
                    271,                 1.0751,                0.48277,                0.96659,                0.97015,                0.84977,                0.90136,                0.62058,                 1.2443,                0.64485,                0.89785,                0.00109,                0.00109,                0.00109
                    272,                 1.0714,                0.48122,                0.96622,                0.96938,                0.85116,                0.90232,                0.62133,                 1.2432,                0.64219,                0.89724,               0.001057,               0.001057,               0.001057
                    273,                  1.067,                0.47751,                0.96395,                0.96927,                0.85101,                0.90232,                0.62201,                  1.241,                 0.6396,                0.89697,               0.001024,               0.001024,               0.001024
                    274,                 1.0649,                0.47729,                0.96295,                0.97025,                0.85104,                0.90226,                0.62253,                 1.2399,                0.63731,                0.89663,               0.000991,               0.000991,               0.000991
                    275,                 1.0606,                0.47518,                0.96256,                 0.9705,                0.85152,                0.90294,                0.62295,                 1.2388,                0.63862,                0.89611,               0.000958,               0.000958,               0.000958
                    276,                 1.0583,                 0.4734,                 0.9613,                0.97117,                0.85173,                0.90337,                0.62386,                 1.2369,                0.64127,                0.89546,               0.000925,               0.000925,               0.000925
                    277,                 1.0523,                0.47012,                0.95996,                0.97044,                0.85225,                0.90352,                0.62454,                 1.2346,                 0.6414,                0.89504,               0.000892,               0.000892,               0.000892
                    278,                 1.0533,                0.47259,                0.95958,                  0.971,                0.85201,                0.90393,                0.62517,                 1.2329,                0.64024,                0.89476,               0.000859,               0.000859,               0.000859
                    279,                  1.047,                0.46888,                0.95799,                0.97077,                0.85038,                0.90354,                 0.6256,                 1.2305,                0.64661,                0.89436,               0.000826,               0.000826,               0.000826
                    280,                 1.0433,                0.46637,                0.95649,                0.97046,                0.85024,                0.90319,                0.62698,                 1.2296,                0.64776,                0.89381,               0.000793,               0.000793,               0.000793
                    281,                 1.0397,                0.46326,                0.95493,                0.97035,                0.85092,                0.90366,                0.62717,                  1.229,                0.64826,                0.89343,                0.00076,                0.00076,                0.00076
                    282,                  1.036,                0.46328,                0.95492,                0.97068,                0.85173,                0.90417,                0.62795,                   1.23,                0.64727,                0.89326,               0.000727,               0.000727,               0.000727
                    283,                 1.0299,                0.45974,                0.95127,                0.97074,                0.85181,                0.90415,                0.62815,                 1.2283,                0.64929,                0.89291,               0.000694,               0.000694,               0.000694
                    284,                  1.025,                0.45666,                0.95102,                0.97049,                0.85197,                0.90459,                 0.6293,                 1.2262,                0.65018,                0.89249,               0.000661,               0.000661,               0.000661
                    285,                 1.0233,                0.45689,                0.95022,                0.96991,                0.85209,                0.90489,                0.62992,                 1.2247,                0.65092,                0.89191,               0.000628,               0.000628,               0.000628
                    286,                  1.018,                 0.4529,                0.94872,                0.97111,                0.85083,                0.90494,                0.63025,                 1.2231,                0.65236,                0.89153,               0.000595,               0.000595,               0.000595
                    287,                 1.0113,                0.45076,                0.94796,                0.97157,                0.85087,                 0.9049,                0.63053,                 1.2223,                0.65221,                0.89102,               0.000562,               0.000562,               0.000562
                    288,                 1.0078,                0.44916,                0.94634,                0.97088,                0.85065,                0.90535,                0.63167,                 1.2208,                0.65306,                 0.8907,               0.000529,               0.000529,               0.000529
                    289,                 1.0033,                0.44645,                0.94505,                0.97031,                 0.8512,                0.90585,                0.63252,                 1.2183,                0.65887,                0.89024,               0.000496,               0.000496,               0.000496
                    290,                0.99997,                0.44509,                0.94577,                0.97206,                0.85034,                 0.9059,                 0.6335,                 1.2168,                0.66245,                0.88982,               0.000463,               0.000463,               0.000463
                    291,                0.99374,                0.44222,                0.94212,                0.97235,                0.85139,                 0.9064,                0.63433,                 1.2155,                0.65245,                0.88933,                0.00043,                0.00043,                0.00043
                    292,                0.99074,                0.44079,                0.94089,                0.97015,                0.85356,                0.90651,                0.63517,                 1.2136,                0.63984,                0.88877,               0.000397,               0.000397,               0.000397
                    293,                0.98695,                0.43946,                0.94011,                0.97121,                0.85236,                0.90688,                0.63581,                 1.2115,                0.63392,                0.88823,               0.000364,               0.000364,               0.000364
                    294,                0.98095,                0.43724,                0.93907,                 0.9713,                0.85254,                0.90709,                0.63655,                 1.2094,                0.63329,                0.88768,               0.000331,               0.000331,               0.000331
                    295,                0.97481,                0.43426,                0.93775,                0.97011,                0.85332,                0.90724,                0.63691,                 1.2081,                 0.6332,                0.88706,               0.000298,               0.000298,               0.000298
                    296,                0.97021,                0.43172,                0.93578,                0.96857,                0.85446,                 0.9075,                0.63763,                  1.207,                0.63497,                0.88665,               0.000265,               0.000265,               0.000265
                    297,                0.96497,                 0.4296,                0.93412,                0.96894,                0.85445,                0.90748,                0.63842,                 1.2051,                0.63817,                0.88608,               0.000232,               0.000232,               0.000232
                    298,                0.96151,                0.42742,                0.93321,                0.96796,                0.85453,                0.90757,                0.63869,                 1.2045,                0.63729,                0.88582,               0.000199,               0.000199,               0.000199
                    299,                0.95685,                0.42486,                0.93271,                0.96793,                0.85495,                 0.9077,                0.63931,                 1.2027,                 0.6387,                0.88554,               0.000166,               0.000166,               0.000166
